id,title,tags,description,year,category,rating,curator,project_link,feedback,image_url,created_at,updated_at,student_name,image_urls,video_urls,categories
347,Cylinder Music Box + BLDC Motor,,"Using a gear reduction, connected the motor to a cylinder music box so it drives it.

""We hebben een borstel loze DC-motor gemaakt die extern roteert. Met een tandwielreductie hebben we de motor aangesloten op een cilindermuziekdoosje zodat hij deze aandrijft. De motor wordt aangestuurd met behulp van een Arduino en werkt met een 3-fasensysteem.""",,,2,Jose,https://www.instructables.com/BLDC-Motor-Die-Cilindermuziekdoosje-Automatiseert/,,,,2025-10-09 10:09:15.555367+00,,,"[]",[]
348,Dam Simulator,,"Dam simulator can be used to convert potential water energy into electrical energy.

""De dam simulator kan gebruikt worden om potentiële water-energie om te zetten in elektrische energie. Er zijn vele manieren om een eigen dam simulator na te maken, maar na vele iteraties kunnen wij melden dat deze dam simulator met bijna optimaal rendement opereert. Enkele iteraties zijn het gebruik van item-profielen in plaats van hout en het gebruik maken van lasersnijden en 3D-printen. We hebben een dam simulatie gebouwd waarbij water dat van een hoogte naar beneden valt, wordt omgezet in elektrische energie. Om het verschil in potentiële energie te laten zien, maken we in onze opstelling gebruik van verschillende hoogtes. Het water valt van deze hoogtes op een rad die verbonden zit aan een dynamo. De dynamo is gemonteerd aan een arduino die via een breadboard op zijn beurt weer aangesloten is aan een aantal lampjes. De arduino is zo ingesteld dat de lampjes gaan branden bij iedere 0,1 Volt die wordt opgewekt. Zo kunnen we van de verschillende hoogtes het verschil in opgewekte energie laten zien.""",,,2,Katja,https://www.instructables.com/Dam-Simulator/,,,,2025-10-09 08:33:28.152532+00,,,"[]",[]
349,Diamagnetic Boat in a Tub of Water,,"Diamagnetic boat that moves forward using neodymium magnets. it demonstrates that water is a diamagnetic material.

""We zijn aan de slag gegaan om een diamagnetische boot te maken die vooruitgaat door middel van neodynium magneten. Om te bewijzen dat het werkt zullen we de magneten dicht bij de boot doen en laten zien dat zonder de boot aan te raken de boot vooruit zal gaan. Doordat de boot altijd weg van de magneet zal gaan onafhankelijk van hoe je de magneet houdt, wordt aangetoond dat water een diagmagnetisch materiaal is.""",,,3,Rooske,https://www.instructables.com/Diamagnetische-Boot-in-Een-Bak-Met-Water/,,,,2025-10-09 14:25:32.429063+00,,,[],[]
350,Doppler Effect - Rotating Arm,,"""De opdracht was een opstelling te bouwen die een natuurkundig fenomeen demonstreert met betrekking tot twee natuurkunde domeinen. Wij hebben gekozen binnen de domeinen mechanica en akoestiek het Doppler-effect te demonstreren. Dit is gedaan met behulp van een rotatie waarbij een geluidsbron naar de waarnemer toe en van de waarnemer af beweegt. Het doppler effect is namelijk een waargenomen verandering van frequentie van golven door een snelheidsverschil tussen bron en waarnemer. Bij deze demo is voor geluidsgolven gekozen om dit effect na te bootsen.""",,,1,Esther,https://www.instructables.com/Doppler-demonstratie-Met-Behulp-Van-Rotatie/,,,,2025-10-09 08:33:16.083185+00,,,[],[]
351,Doppler Using Rotation,,"Demonstrate the Doppler effect within the domains of mechanics and acoustics. Uses a rotation, in which a sound source moves toward and away from the observer.",,,1,Inka,https://www.instructables.com/Showing-the-Doppler-Effect-Using-a-Rotating-Arm/,,,,2025-10-09 10:11:31.814828+00,,,[],[]
352,Double axis swing visualised with pen,,Swings two counterweights in perpendicular direction. Placed above is a marker that draws the movement over a sheet of paper,,,5,Rooske,,,,,2025-10-09 10:11:36.628267+00,,,"[]",[]
353,Double Pendulum,,"Double pendulum swing which demonstrates chaos theory.

Integration idea with an exhibit where visitors can try to replicate the exact same drop they do and have a laser /photoreactive background to compare the previous path to the one they will be making.",,,3,Rooske,https://www.instructables.com/De-Dubbele-Pendulum-Leren-Over-Chaotisch-Gedrag-Aa/,,,,2025-10-09 10:11:43.96048+00,,,[],[]
354,Dynamo,,Dynamo which powers LEDs,2025,,0,Mart,,,,,2025-10-01 14:08:40.978292+00,,,"[]",[]
355,Eddy Current in a Model Car,,"model car equipped with a damping system based on eddy currents

""In our design, a small container is suspended by elastic bands above a set of aluminum tubes. Magnets are attached to the underside of the container. When the car drives over a bump, the container starts to vibrate up and down. As a result, the magnets move through the aluminum tubes.

This movement induces eddy currents in the conductive tubes. These eddy currents generate a counteracting force that slows down the vibration of the container. In this way, the up-and-down motion of the car is damped!""",,,1,Esther,https://www.instructables.com/Eddy-Current-in-a-Model-Car/,,,,2025-10-09 08:33:34.391805+00,,,"[]",[]
356,Eddy Current: Free moving wheel,,"aluminium disk that can rotate and a small wheel with magnets that can rotate freely.

""To demonstrate the effects of the third Maxwell equation, also known as Faraday's law, we built a simple and easy to use setup. It consists of a aluminium disk that can rotate and a small wheel with magnets that can rotate freely. The wheel with magnets is placed close to the disk (without touching it) and when the disk is rotated at a high speed, the wheel with magnets will also start rotating. Now one might underestimate the physics that is doing it's work here: since aluminium is not ferromagnetic, how can the magnets be affected by it?

This is where the Maxwell-Faraday equation comes in. It states that the rotation of the electric field is equal to the (negative) change of the magnetic field. Since the disk rotates, the magnetic field on it's surface is constantly changing, which creates an electric field. Because aluminium is a conductor, the electric field creates a current that flows in loops around the places where the magnetic field changes the most. These currents are called Eddy Currents. Because this current flows in loops, a magnetic field is generated that opposes the magnetic fields of the magnets. This causes the wheel with magnets to spin.""",,,4,Annemarie,https://www.instructables.com/Eddy-Current-Machine-Thingy/,,,,2025-10-09 10:11:50.445412+00,,,"[]",[]
357,Eddy's Crane,,crane that converts rotational energy from a flywheel into vertical energy using eddy currents.,,,4,Mart,https://www.instructables.com/DEF-28-Eddys-Hijskraan/,,,,2025-10-09 10:11:55.254844+00,,,"[]",[]
358,Electric Guitar,,[Limited information available],2025,,0,Mart,,,,,2025-10-01 14:08:40.978292+00,,,"[]",[]
359,Electromotor,,"By passing current through two copper coils in a magnetic field, the component around which the coils are wound starts to rotate.",,,1,Marije,https://www.instructables.com/Elektromotor-Groepje-9-DEF-1/,,,,2025-10-10 11:07:47.697737+00,,,"[]",[]
360,Faraday's Law,,"Change in the magnetic field around a coil induces an electric current in that coil. consists of a coil, a permanent magnet, and a wheel that rotates this magnet to change the magnetic field.

""De Wet van Faraday, vernoemd naar de Engelse wetenschapper Michael Faraday, is een fundamenteel principe binnen de elektromagnetisme. Het stelt dat een verandering in het magnetische veld rond een spoel een elektrische stroom in die spoel induceert. Dit fenomeen, bekend als elektromagnetische inductie, vormt de basis voor talloze toepassingen in ons dagelijks leven, zoals generatoren, transformatoren en inductiekookplaten.

Ons project heeft tot doel om deze wet op een visueel aantrekkelijke en begrijpelijke manier te demonstreren. We hebben een opstelling gecreëerd met verschillende componenten om de principes van elektromagnetische inductie in actie te laten zien. Onze opstelling bestaat uit een spoel, een permanente magneet, deze magneet wordt door een rad geroteerd, zodat de het magneetveld veranderd, het rad wordt aangedreven door een simpele elektromotor en om het aan te tonen gebruiken we LED's.""",,,2,Inka,https://www.instructables.com/Aantoning-Van-De-Wet-Van-Faraday-Voor-VWO-6/,,,,2025-10-09 08:33:47.393968+00,,,"[]",[]
361,Flight simulator,,Wing flap simulator where one can control flap angle and fan speed to make a wing rise or fall visualising how airplanes work,,,5,Katja,,,,,2025-10-09 08:33:55.47272+00,,,[],[]
362,Gauss Cannon,,"""Demonstrate the phenomenon of a collision seemingly creating energy by means of a permanent magnet. It seems like it is created, because the ball that rolls away form the magnet at the end can reach a higher point that the incoming ball was dropped from.
This increase in energy actually happens because of the potential energy of the magnet and the balls around it is lower when the incoming ball replaces the ball that rolls away. This decrease is due to the distance of the balls relative to the magnet.""",2024,,0,Katja,https://www.instructables.com/Gauss-Cannon/,,,,2025-10-09 08:12:07.006857+00,,,[],[]
363,Gear Box,,demonstrate that you can transfer kinetic energy to another kinetic energy using the design process learned in DEF. The change that occurs is in RPM.,,,1,Marije,https://www.instructables.com/DEF-Schakeldoos-Groep-26,,,,2025-10-10 11:59:50.545262+00,,,"[]",[]
364,Gear Setup,,demonstrates how acceleration changes the relationship between input and output force. Rotation is slowed by a magnet. The magnet can be adjusted so that the braking can also be controlled.,2023,,0,Marije,https://www.instructables.com/Versnelling-Opstelling/ ,,,,2025-10-01 14:08:40.978292+00,,,[],[]
365,"Height, Speed and Path visualiser",,"Through three distinct paths (curve, straight, drop) shows the fastest with a LED display.

Similar to an already existing exhibit where visitors can experiment different mass going down a slope - this one explores instead the trajectories and with the cintetic energy it powers the red light to indicate which ball came first.

[Limited information]",,,2,Judith,,,,,2025-10-09 14:26:35.551559+00,,,[],[]
366,High pressure rotation,,"Rotating ""rocket"" with a properllor that uses (liquid nitrogen?) that escapes from valves to push and create very high speeds",2025,,0,Judith,,,,,2025-10-01 14:34:52.645565+00,,,"[]",[]
367,Hot Wheels Track,,"Hot Wheels installation in which a car, equipped with a magnet, rolls down a wooden ramp on a Hot Wheels track. Its speed is recorded as it passes a coil, lighting up an LED.",2025,,0,Katja,https://www.instructables.com/DEF-Groep-38-2025-Spoelhotwheelsbaan/,,,,2025-10-01 14:38:25.629606+00,,,"[]",[]
368,Humidity checker,,,2025,,0,Esther,,,,,2025-10-09 08:12:07.006857+00,,,"[]",[]
369,Magneetzweeftrein,,"""Magneettrein ontworpen die blijft zweven boven de baan, zonder supergeleiders of stikstof. Om dit te bereiken hebben we een baan en trein met afstotende permanente magneten ontworpen. De trein wordt aangedreven door een systeem van kleine elektromagneten boven op de baan die aan gaan wanneer de trein de straal van een infraroodsensor doorbreekt. Deze magneten stoten de trein dan af waardoor hij begint te bewegen.

Dit project is niet helemaal gelukt zoals we het wilden. Veel dingen in ons proces vielen tegen. De permanente magneten die we besteld hadden zijn nooit aangekomen. Dit zorgde ervoor dat eigenlijk ons hele project in het water viel. Als alternatief hebben wij nu één stuk van de baan, van de eerste naar de tweede elektromagneet, gemaakt. In theorie (en praktijk) is ons design uit te breiden naar een hele baan van twaalf stukken. Daarom hebben we de instructable (inclusief de materialenlijst) hieronder ook beschreven als voor de hele baan.""",,,2,Esther,https://www.instructables.com/Magneetzweeftrein-DEF-Groepje-33/,,,,2025-10-09 14:21:59.042469+00,,,"[]",[]
370,Induced currrent turns on light,,"By putting a neon light through a coper coil it lights up. The attached link is a video of a similar project. 
This project need health and safety precautions",,,0,Rooske,https://www.youtube.com/watch?v=8vL--JVeuTM&t=29s,,,,2025-10-01 14:45:17.469937+00,,,[],[]
371,Induction Plate Using Permanent Magnets,,"Using magnets, an electromotor, some lasercut MDF and itemprofiel, we made a small sized induction plate. The aluminum plate gets heat to around 40-45 degrees Celcius.",,,3,Annemarie,https://www.instructables.com/Induction-Plate-Using-Permanent-Magnets/,,,,2025-10-09 14:27:06.461521+00,,,[],[]
372,Infrared Camera,,"infrared camera to graphically display infrared radiation.

""Wij hebben als project een infrarood camera gemaakt om infrarood straling grafisch te kunnen weergeven. Infrarood straling zijn elektromagnetische golven van golflengten tussen de 740nm tot 10^5 nm die niet te zijn met het menselijke oog, maar wel gevoeld kunnen worden in de vorm van warmte. Hierbij hebben we een opstelling bedacht van twee zwarte doosjes van verschillende temperaturen zodat je het verschil tussen de doosjes fysiek kan voelen en het met de infraroodcamera ook echt kan aantonen. Dit project bestaat dus uit verschillende subonderdelen zoals het maken van de black box opstelling en het maken van de infraroodcamera. Eerst zullen we uitleggen hoe de infraroodcamera in elkaar zit en daarna hoe de black box opstelling gemaakt zou kunnen worden.""",2024,,0,Rooske,https://www.instructables.com/Infrarood-Camera/,,,,2025-10-09 08:12:07.006857+00,,,[],[]
373,Joystick,,"built a fully functional joystick from scratch. No off-the-shelf controller, but a homemade combination of sensors, wood, duct tape, and creative electronics.",,,3,Esther,https://www.instructables.com/Joystick-1/,,,,2025-10-09 08:34:04.416363+00,,,"[]",[]
374,Loudspeaker,,"use magnetic force to convert it into kinetic energy, which translates into vibrations that can create sound.",2025,,0,Katja,https://www.instructables.com/DEF-Eindproject-Luidspreker/,,,,2025-10-01 14:08:40.978292+00,,,"[]",[]
375,Merry Go Round,,"""perpetual"" movement of a ball on a circuit through induced current",,,5,Judith,,,,,2025-10-09 14:22:02.939109+00,,,"[]",[]
376,Metal Detector,,[This project contains limited information],,,4,Inka,,,,,2025-10-09 08:36:23.682263+00,,,"[]",[]
377,Music Box,,"Self-made music box.
The execution of this project is not ideal but inspired me to check this project https://musiconclub.com/en/products/sets/ which is highly interactive and for children",,,2,Annemarie,https://www.instructables.com/Muziekdoosje/,,,,2025-10-09 14:22:19.254779+00,,,"[]",[]
378,Not sure,,[Project contains limited information],,,2,Inka,,,,,2025-10-09 08:36:28.29863+00,,,"[]",[]
379,Pelton Turbine,,"involves a setup that converts the potential energy of water into kinetic energy, and ultimately into electrical energy, which we then use to light an LED.",,,0,Marije,https://www.instructables.com/Groep-37-Pelton-Turbine-Van-Potenti%C3%ABle-Energie-Naa-1/,,,,2025-10-09 14:22:14.697117+00,,,"[]",[]
380,Perpetual Motion (Cheat),,pendulum appear to move infinitely (using an electromagnet).,,,4,Jose,https://www.instructables.com/Perpetuum-Mobile-Valsspel/,,,,2025-10-09 08:36:37.371053+00,,,"[]",[]
381,Photoelectric Effect Using 2 Copper Plates and a Moving Car,,"""sun powered"" car with self-made battery
""Wil je het foto-elektrisch effect aantonen doormiddel van een interactieve opstelling? Dan is deze instructable perfect voor jou! In deze handleiding zal je stap voor stap geleid worden om een eigen zonne-energie gedreven auto te bouwen met behulp van een opstelling die gebruikmaakt van het foto-elektrisch effect.

De kern van deze opstelling bevindt zich in de cel die twee koperen platen bevat. Eén van de platen heeft een laag koperoxide, dat werkt als halfgeleider. Deze bak is gevuld met zoutwater, dat fungeert als elektrolyt. Wanneer er UV-straling op de koperen platen schijnt, treedt het foto-elektrisch effect op, waardoor elektronen vrijkomen en er een stroom gaat lopen.

Deze opgewekte stroom wordt vervolgens gebruikt om een klein autootje aan te drijven. Het autootje is uitgerust met een batterij en is zo ontworpen dat het begint te rijden zodra een bepaalde drempel spanning wordt bereikt. Het resultaat is een auto die wordt aangedreven door de zon.

In de volgende stappen zal uitgelegd worden hoe de opstelling gebouwd kan worden en welke materialen er nodig zijn.""",,,1,Mart,https://www.instructables.com/Interactieve-Uitleg-Van-Het-Foto-elektrisch-Effect/,,,,2025-10-09 09:00:16.309179+00,,,[],[]
382,Photophone with Laser and Photodiode,,"modern version of the invention of Alexander Graham Bell, who patented the first photophone in 1880.

""Deze fotofoon is een moderne variant van de uitvinden van Alexander Graham Bell, die in 1880 een patent op de eerste fotofoon heeft aangevraagd. Hij gebruikte wat andere materialen dan hier gebruikt worden; deze tech is ietwat moderner ;)

De werking van deze fotofoon is als volgt: een spiegel die gemonteerd is op een speaker gaat trillen doordat de speaker aanstaat. Als hier laserlicht op schijnt wordt dit licht gemoduleerd doordat het door de trillende spiegel steeds net wat anders weerkaatst. Dit gemoduleerde laserlicht valt dan wat verder op een fotodiode, de ontvanger, welke dit laserlicht met fluctuerende intensiteit opvangt. Doordat de intensiteit van het laserlicht veranderd, wekt de fotodiode een veranderend signaal op. Dit signaal komt overeen met de geluidsgolven die de speaker maakt! Als dit signaal dus via een versterker naar een andere speaker gestuurd wordt, komt hier hetzelfde geluid uit (met wat ruis).""",2023,,0,Judith,https://www.instructables.com/Fotofoon-Met-Laser-En-Fotodiode/,,,,2025-10-01 15:01:00.678495+00,,,"[]",[]
383,Piezo Electric Effect Demo,,"With a selfmade piezo sensor:
demonstrate the Piezo electric effect. In short, a Piezo crystal will generate voltage, when a mechanical pressure is applied.",,,4,Mart,https://www.instructables.com/Piezo-Electric-Effect-Demo/,,,,2025-10-09 09:01:32.908124+00,,,"[]",[]
384,Piezoelectric Effect Using Homemade Piezo Crystals,,Demonstrate the piezoelectric effect by lighting an LED. Made with Tartar cream and baking soda,,,1,Inka,https://www.instructables.com/Aantonen-Van-Pi%C3%ABzo-elektrisch-Effect-Met-Zelfgemaa/,,,,2025-10-09 09:01:40.45786+00,,,[],[]
385,Pong Gauss Gun,,,,,4,Rooske,,,,,2025-10-09 14:27:59.002554+00,,,"[]",[]
386,Pressure resistance with capaictors,,"amp the current between capacitors and create stronger resistance. Someone pushes down a big handle and sees the difficulty increase as the current is raised.
[This project contains limited information]",,,4,Esther,,,,,2025-10-09 09:01:45.377223+00,,,[],[]
387,Propelled car,,This cart is propelled by a falling weight. The gravitational potential is converted into kinetic energy in the form of acceleration to a certain speed.,2025,,0,Katja,https://www.instructables.com/Instructable-DEF-Groep-43/,,,,2025-10-02 07:29:23.532754+00,,,"[]",[]
388,Pump it up!,,,2025,,0,Judith,,,,,2025-10-09 08:12:07.006857+00,,,"[]",[]
389,Quantum Eraser in Double Slit Experiment,,"Double-slit experiment with a so-called ""quantum eraser,"" which will demonstrate the ""observer effect.""

""Voor het vak Design Engineering voor Fysici (DEF) kregen wij de opdracht om als groep een demonstratieopstelling te maken waarin twee vakgebieden van de natuurkunde samenkomen. Na verschillende ideëen in overweging genomen te hebben, hebben we uiteindelijk besloten om optica en quantum te demonstreren. Hiervoor gaan we het dubbele spleet experiment uitbreiden met een zogenoemde ""quantum eraser"" waardoor het ""observer effect"" aangetoond kan worden.

Dit effect is te zien in de twee projecties van de laser (zie afbeeldingen hierboven). Door namelijk de quantum eraser voor de laser te zetten wordt de meegegeven informatie van het licht gewist, vandaar de naam. Dit zorgt voor een interferentiepatroon wat duidt op het golfkarakter van licht. Als de quantum eraser niet voor de laser staat, komt een diffractiepatroon naar boven wat het deeltjeskarakter van licht aantoont.

Hoe deze resultaten precies behaald zijn, zal in de volgende stappen duidelijk worden.""",2023,,0,Marije,https://www.instructables.com/Quantum-Eraser-in-Dubbel-Spleet-Experiment/,,,,2025-10-02 07:31:52.344576+00,,,[],[]
390,Quantum Tunneling in Paraffin Wax,,A video explaining more of the project can be found in the project link below.,2023,,0,Katja,https://www.instructables.com/Quantum-Tunnelingevanescent-Wave-Effect-in-Paraffi/,,,,2025-10-02 07:32:40.190012+00,,,[],[]
391,Radial Ventilator,,"Radial hand-powered fan, designed to provide a cooling breeze for everyone at the table simultaneously.",2023,,0,Annemarie,https://www.instructables.com/Ventilator-1/,,,,2025-10-01 14:08:40.978292+00,,,[],[]
393,Railgun,,Aluminum ball travel down the track when it's energized and when it's not. This is intended to demonstrate the presence of the Lorentz force.,2023,,0,Rooske,https://www.instructables.com/Railgun-Groepje-30/,,,,2025-10-01 14:08:40.978292+00,,,[],[]
395,Rotation Energy,,"""De meeste mensen hebben een vrij natuurlijk inzicht bij vliegwielen, laat ze draaien en ze stoppen niet zomaar meer, maak er een touw aan vast en het begint het touw met zich mee te trekken. Hoeveel energie er in zo een vliegwiel zit, en hoe ze op deze formule komen, leren de meeste mensen echter pas op de unie/hbo. Om middelbare scholieren te introduceren met het idee van rotatie energie, te laten zien hoeveel energie er in een vliegwiel zit en tegelijkertijd te kunnen rekenen met wrijvingsverlies hebben wij een opstelling gebouwd die dit heel visueel maakt allemaal. We hebben een motor toegevoegd aan het hele systeem, die het vliegwiel op kan draaien, dit heeft als grote voordeel dat de motor bij een vast voltage voor een vaste rotatiesnelheid zorgt, wat voorkomt dat leerlingen met (smartphone) camera's dit nog moeten gaan meten.""",,,2,Judith,https://www.instructables.com/Visualisatie-Rotatie-Energie/,,,,2025-10-09 14:22:52.960024+00,,,[],[]
396,Seebeck Effect Using Friction and Tap water,,"Conversion of heat generated from friction into electrical energy using Peltier components.

""Have you ever wanted to witness the boundaries set by the laws of thermodynamics firsthand, and on a budget? If so, this project is perfect for you! For a project at Delft University of Technology, my group and I were tasked with designing a physics demonstration for high school students. We decided to showcase the conversion of heat generated from friction into electrical energy using Peltier components. Typically, Peltier components utilize the Peltier effect, which involves creating a temperature gradient at the electrified junction of two different conductors. While these components are generally used for cooling, we opted to reverse their function: by applying a temperature gradient, we can generate a small voltage! This reverse effect is called the Seebeck effect. By cooling one side with water and by heating another using friction, we could measure a voltage of around 100 mV.""",2024,,0,Marije,https://www.instructables.com/Demonstrating-the-Seebeck-Effect-Using-Friction-an/,,,,2025-10-02 07:37:58.612236+00,,,[],[]
397,Seebeck Effect with a Thermocouple,,"visually demonstrated by an LED that lights up as soon as a sufficiently measurable voltage flows through the circuit.

""In deze opstelling wordt het Seebeck-effect gedemonstreerd met behulp van meerdere type T thermokoppels. Het Seebeck-effect is een fundamenteel principe in de thermoelectriciteit, waarbij een spanningsverschil wordt gegenereerd in een circuit bestaande uit twee verschillende metalen die op verschillende temperaturen worden gehouden. Dit fenomeen, ontdekt door Thomas Johann Seebeck in 1821, vormt de basis voor veel toepassingen in temperatuurmeting en energieopwekking. In deze opstelling wordt dit effect visueel duidelijk doordat er een LED gaat branden zodra er een voldoende meetbare spanning gaat lopen door het circuit.""",2024,,0,Katja,https://www.instructables.com/Demonstratie-Seebeck-Effect-Met-Een-Thermokoppel/,,,,2025-10-02 07:38:19.871194+00,,,[],[]
398,Shake it up!,,"Shaking makes the lights flicker.
[Limited information on the project - more documentation can be requested]",,,4,Judith,,,,,2025-10-09 14:23:18.267408+00,,,"[]",[]
399,Mechanical canon,,Shoots ping pong balls through a crank,,,3,Jose,,,,,2025-10-07 14:56:51.618715+00,,,"[]",[]
400,Smart solar pannel,,Solar pannel that follows the suns position,,,3,Inka,,,,,2025-10-09 09:01:55.215993+00,,,"[]",[]
401,Spectrometer,,"identify substances by their spectral lines and wavelengths.

""Stel je voor dat je een spectrometer kunt maken met alledaagse materialen zoals een cd. Door simpelweg licht door deze zelfgemaakte spectrometer te laten schijnen, kun je stoffen identificeren aan de hand van hun spectraallijnen en golflengtes. Maar wat heeft dit alles te maken met quantummechanica? Ontdek het verband tussen licht, cd's en de fascinerende wereld van spectrale analyse!""",,,1,Mart,https://www.instructables.com/Spectrometer/,,,,2025-10-09 09:40:20.550974+00,,,"[]",[]
402,Spectrometer ¿?,,[Limited information on this project],2025,,0,Rooske,,,,,2025-10-02 07:43:40.664466+00,,,"[]",[]
403,Speed of sound in a material measuring device PIEZO,,"By dropping a metal ball on a material beam, the impact is measured through a piezo device under the beam and can calculate the speed of sound through the material.",,,1,Jose,,,,,2025-10-09 09:40:53.397163+00,,,[],[]
404,Steam engine,,"With a bike pump , this shows how the valves act with a pump movement and can createa rotational movement",,,3,Esther,,,,,2025-10-09 09:40:59.540943+00,,,"[]",[]
